record_id,orig_no,soil_location,sand_pct,silt_pct,clay_pct,soil_gs,ll_pct,pl_pct,pi_pct,d50_um,uscs_astm,omc_untreated_raw,omc_untreated_pct,mdd_untreated_kgm3,qc_flag_omc_fraction_to_pct,bio_xg,bio_ch,bio_gg,bio_lg,bio_sls,bio_els,add_ppf,add_rha,add_li,add_swf,add_cw,add_hl,add_fa,add_nl_ns,add_cem,add_pf,add_rc,add_ggbfs,add_gp,additive1_name_raw,additive1_specific_gravity,additive1_dosage_pct,additive2_name_raw,additive2_specific_gravity,palm_fiber_length_mm,additive2_dosage_pct,mixture_gs,mixture_rho_b_kgm3_value,mixture_rho_b_kgm3_uncert,mixture_rho_b_kgm3_uncert_type,mixture_rho_d_kgm3_value,mixture_rho_d_kgm3_uncert,mixture_rho_d_kgm3_uncert_type,mixture_w_pct_value,mixture_w_pct_uncert,mixture_w_pct_uncert_type,mdd_treated_kgm3,omc_treated_pct,ucs_kpa,curing_days,curing_inferred,curing_notes,source_ref_raw,source_doi,study_id
128,128,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,15.0,0.4,,,,,,,,,,,1390.0,29.8,244.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
129,129,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,5.0,0.6,,,,,,,,,,,1340.0,31.2,235.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
130,130,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,10.0,0.6,,,,,,,,,,,1340.0,31.2,258.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
131,131,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,15.0,0.6,,,,,,,,,,,1340.0,31.2,249.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
132,132,Carbonaceous mudstone,,,,2.66,34.1,26.7,7.4,1210.0,ML,10.86,10.86,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Guar gum,,0.0,Fly ash,,,0.0,,,,,,,,,,,,,258.73,7,0,,https://doi.org/10.3311/PPci.40107,10.3311/PPci.40107,S16
133,133,Carbonaceous mudstone,,,,2.66,34.1,26.7,7.4,1210.0,ML,10.86,10.86,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Guar gum,,2.0,Fly ash,,,5.0,,,,,,,,,,,,,377.077,7,0,,https://doi.org/10.3311/PPci.40107,10.3311/PPci.40107,S16
134,134,Carbonaceous mudstone,,,,2.66,34.1,26.7,7.4,1210.0,ML,10.86,10.86,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Guar gum,,4.0,Fly ash,,,10.0,,,,,,,,,,,,,522.492,7,0,,https://doi.org/10.3311/PPci.40107,10.3311/PPci.40107,S16
135,135,Carbonaceous mudstone,,,,2.66,34.1,26.7,7.4,1210.0,ML,10.86,10.86,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Guar gum,,6.0,Fly ash,,,15.0,,,,,,,,,,,,,614.756,7,0,,https://doi.org/10.3311/PPci.40107,10.3311/PPci.40107,S16
136,136,Carbonaceous mudstone,,,,2.66,34.1,26.7,7.4,1210.0,ML,10.86,10.86,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Guar gum,,2.0,Red clay,2.7,,5.0,,,,,,,,,,,,,374.068,7,0,,https://doi.org/10.3311/PPci.40107,10.3311/PPci.40107,S16
137,137,Carbonaceous mudstone,,,,2.66,34.1,26.7,7.4,1210.0,ML,10.86,10.86,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Guar gum,,4.0,Red clay,2.7,,10.0,,,,,,,,,,,,,533.524,7,0,,https://doi.org/10.3311/PPci.40107,10.3311/PPci.40107,S16
138,138,Carbonaceous mudstone,,,,2.66,34.1,26.7,7.4,1210.0,ML,10.86,10.86,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Guar gum,,6.0,Red clay,2.7,,15.0,,,,,,,,,,,,,622.779,7,0,,https://doi.org/10.3311/PPci.40107,10.3311/PPci.40107,S16
139,139,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.0,Lime,,,0.0,,,,,,,,,,,,,500.0,14,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
140,140,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.0,Lime,,,0.0,,,,,,,,,,,,,500.0,28,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
141,141,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.0,Lime,,,0.0,,,,,,,,,,,,,500.0,150,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
142,142,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.02,Lime,,,3.0,,,,,,,,,,,,,425.4,14,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
143,143,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.02,Lime,,,3.0,,,,,,,,,,,,,418.0,28,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
144,144,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.02,Lime,,,3.0,,,,,,,,,,,,,500.0,150,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
145,145,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.25,Lime,,,3.0,,,,,,,,,,,,,409.4,14,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
146,146,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.25,Lime,,,3.0,,,,,,,,,,,,,413.0,28,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
147,147,"Çankırı,Turkey",,,10.0,2.77,40.0,23.0,17.0,15.9,CL,15.0,15.0,1830.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Guar gum,,0.25,Lime,,,3.0,,,,,,,,,,,,,500.0,150,0,,https://doi.org/10.2113/gseegeosci.23.1.1,10.2113/gseegeosci.23.1.1,S15
148,148,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,98.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
149,149,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,16.31,173.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
150,150,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,138.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
151,151,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,122.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
152,152,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,16.31,207.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
153,153,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,166.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
154,154,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,173.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
155,155,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,16.31,231.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
156,156,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,192.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
157,157,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,313.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
158,158,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,16.31,415.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
159,159,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1770.0,,289.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
160,160,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1790.0,,578.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
161,161,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1790.0,16.29,792.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
162,162,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1790.0,,634.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
163,163,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1850.0,,758.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
164,164,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1850.0,16.25,971.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
165,165,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,0.0,,,,,,,,,,,1850.0,,838.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
166,166,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1770.0,,291.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
167,167,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1770.0,16.33,324.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
168,168,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1770.0,,264.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
169,169,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1800.0,,473.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
170,170,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1800.0,16.31,513.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
171,171,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1800.0,,426.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
172,172,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1850.0,,615.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
173,173,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1850.0,16.26,684.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
174,174,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,0.0,Fly ash,1.975,,6.0,,,,,,,,,,,1850.0,,593.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
175,175,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1770.0,,452.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
176,176,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1770.0,16.31,544.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
177,177,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1770.0,,410.0,1,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
178,178,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1800.0,,508.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
179,179,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1800.0,16.21,890.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
180,180,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1800.0,,746.0,7,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
181,181,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1880.0,,1063.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
182,182,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1880.0,16.11,1204.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
183,183,"BC soil , North Karnataka, India",24.0,51.0,21.0,2.5,64.0,31.0,33.0,15.7,CH,16.32,16.32,1770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Electrolyte Lignin Stabilizer,1.7,,Fly ash,1.975,,6.0,,,,,,,,,,,1880.0,,946.0,28,0,,https://doi.org/10.1007/s40515-015-0020-0,10.1007/s40515-015-0020-0,S05
184,184,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,0.5,Polypropylene Fiber,,,0.0,,,,,,,,,,,,,120.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
185,185,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,0.5,Polypropylene Fiber,,,0.25,,,,,,,,,,,,,180.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
186,186,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,0.5,Polypropylene Fiber,,,0.5,,,,,,,,,,,,,250.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
187,187,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,0.5,Polypropylene Fiber,,,0.75,,,,,,,,,,,,,390.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
188,188,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,0.5,Polypropylene Fiber,,,1.0,,,,,,,,,,,,,500.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
189,189,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,1.0,Polypropylene Fiber,,,0.0,,,,,,,,,,,,,120.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
190,190,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,1.0,Polypropylene Fiber,,,0.25,,,,,,,,,,,,,190.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
191,191,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,1.0,Polypropylene Fiber,,,0.5,,,,,,,,,,,,,270.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
192,192,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,1.0,Polypropylene Fiber,,,0.75,,,,,,,,,,,,,400.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
193,193,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,1.0,Polypropylene Fiber,,,1.0,,,,,,,,,,,,,540.0,1,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
194,194,Commercial clay,,,,,58.0,40.0,18.0,0.45,OH,0.405,40.5,1172.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xanthan,,0.5,Polypropylene Fiber,,,0.0,,,,,,,,,,,,,120.0,7,0,,https://doi.org/10.1061/JMCEE7.MTENG-19201,10.1061/JMCEE7.MTENG-19201,S13
